Variable,Region,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140,2145,2150
consumption,INDIA,trillion*usd/yr,5.41764,7.37672,9.6349,12.1356,14.8931,17.9157,21.1756,24.6446,28.2972,32.0961,35.9641,39.8363,43.6846,47.4729,51.1401,54.6658,59.5844,64.2989,68.2449,71.6759,74.6293,77.1978,79.3729,81.1333,82.5038,83.4963,84.032
consumption,KOR,trillion*usd/yr,1.50038,1.7505,1.95766,2.08394,2.22707,2.35313,2.45757,2.54182,2.60776,2.65823,2.69982,2.73862,2.77477,2.80594,2.82778,2.83751,2.93931,3.02503,3.05766,3.08577,3.10972,3.13055,3.1482,3.16246,3.17353,3.18158,3.18611
consumption,CHN,trillion*usd/yr,19.3815,26.1726,32.0521,36.1645,39.4754,42.5829,45.0192,46.6657,47.8262,48.8026,49.5799,50.0956,50.3659,50.4177,50.3006,50.0708,51.29,52.3023,52.4203,52.5222,52.6095,52.6859,52.7519,52.8075,52.8536,52.8913,52.9214
consumption,SEAS,trillion*usd/yr,2.3639,2.95557,3.58255,4.25023,4.95859,5.7194,6.52414,7.3607,8.23016,9.13582,10.0611,10.9861,11.9137,12.8543,13.7883,14.6867,15.9657,17.205,18.202,19.0584,19.7854,20.4078,20.9244,21.3309,21.6346,21.8393,21.9254
consumption,INDO,trillion*usd/yr,1.37506,1.87263,2.38872,2.9528,3.54132,4.15635,4.7871,5.41794,6.03817,6.64172,7.22815,7.80027,8.36046,8.90539,9.42611,9.9199,10.7128,11.4556,12.04,12.5427,12.9697,13.3355,13.6394,13.8784,14.0568,14.1769,14.2273
consumption,JAP,trillion*usd/yr,3.39729,3.55766,3.69079,3.73645,3.73093,3.79649,3.86986,3.95161,4.039,4.12891,4.21666,4.29843,4.37505,4.44682,4.51398,4.5776,4.81143,5.01677,5.13014,5.2289,5.31393,5.38758,5.44969,5.4998,5.53865,5.56663,5.58169
consumption,OCE,trillion*usd/yr,0.921594,1.05163,1.17893,1.28781,1.3733,1.48933,1.63047,1.78438,1.94609,2.10765,2.27311,2.45127,2.63177,2.79734,2.94977,3.09758,3.36064,3.60849,3.7973,3.96179,4.10362,4.22687,4.33123,4.41577,4.4817,4.52962,4.55586
consumption,RSAS,trillion*usd/yr,1.06255,1.39827,1.80582,2.28725,2.86269,3.55212,4.36424,5.3072,6.39715,7.64911,9.06527,10.6256,12.3283,14.1703,16.1815,18.3779,20.8638,23.4413,25.6436,27.5548,29.2002,30.6258,31.8296,32.8033,33.561,34.1087,34.4013
consumption,RSAF,trillion*usd/yr,0.379505,0.492556,0.619495,0.770161,0.966543,1.23656,1.59622,2.05692,2.63275,3.33711,4.18175,5.17651,6.32413,7.63308,9.12872,10.8073,12.806,14.7887,16.4966,17.9767,19.2509,20.3538,21.2844,22.0371,22.6231,23.0466,23.2722
utility,CAN,dimensionless,2.46347,2.50855,2.5454,2.56448,2.60268,2.65268,2.6978,2.73536,2.77341,2.81911,2.87065,2.92532,2.98081,3.03537,3.08923,3.14241,3.22973,3.30807,3.36262,3.40838,3.44664,3.47887,3.50544,3.52654,3.54273,3.55432,3.56055
utility,USA,dimensionless,2.62739,2.69766,2.75131,2.77593,2.77328,2.80069,2.8257,2.84939,2.8738,2.90022,2.92701,2.95262,2.9772,3.001,3.02418,3.047,3.10605,3.15926,3.18767,3.21177,3.2321,3.2494,3.26381,3.27538,3.28438,3.29097,3.29475
utility,MEX,dimensionless,1.50842,1.62173,1.72414,1.81727,1.91667,2.01707,2.11852,2.22031,2.32073,2.41841,2.51343,2.60615,2.6967,2.78513,2.87104,2.95359,3.05839,3.15169,3.22629,3.28821,3.33956,3.38271,3.41826,3.44644,3.46804,3.48351,3.49184
utility,RCAM,dimensionless,1.13378,1.28628,1.42935,1.57183,1.71164,1.8509,1.98799,2.12192,2.25272,2.38039,2.50466,2.62537,2.74229,2.85521,2.96391,3.06793,3.2007,3.31577,3.40791,3.48376,3.54634,3.59872,3.64175,3.67582,3.70193,3.72063,3.73075
utility,BRA,dimensionless,1.31041,1.43727,1.54385,1.62107,1.6773,1.75227,1.83171,1.91602,2.00149,2.08382,2.16168,2.23471,2.30733,2.38483,2.4635,2.53684,2.63719,2.73139,2.80764,2.8737,2.9305,2.97976,3.02144,3.05528,3.08176,3.1011,3.1119
utility,RSAM,dimensionless,1.37348,1.51372,1.63615,1.74375,1.83674,1.93636,2.03387,2.13502,2.23615,2.33167,2.42126,2.50669,2.59018,2.67311,2.75348,2.82908,2.93577,3.03131,3.10622,3.16928,3.22221,3.26717,3.30456,3.33447,3.35759,3.37433,3.38357
utility,NAF,dimensionless,0.732942,0.92861,1.1145,1.27572,1.42073,1.5561,1.68452,1.8077,1.92685,2.04213,2.15122,2.2531,2.34908,2.44001,2.52615,2.60796,2.70383,2.79379,2.8648,2.92374,2.97255,3.01351,3.04708,3.07343,3.0933,3.10709,3.11376
utility,WAF,dimensionless,-0.431945,-0.206103,0.00959346,0.214862,0.41817,0.620291,0.823768,1.02959,1.23273,1.42778,1.61346,1.79023,1.95581,2.11195,2.26389,2.41144,2.555,2.67491,2.7679,2.84015,2.8972,2.94314,2.97968,3.0079,3.02909,3.04399,3.05175
utility,EAF,dimensionless,-0.753338,-0.540366,-0.330703,-0.126002,0.0834335,0.298272,0.514376,0.728553,0.939276,1.1449,1.34381,1.53465,1.71391,1.88485,2.05247,2.21663,2.36878,2.4985,2.59861,2.67669,2.73856,2.7885,2.8283,2.85907,2.8822,2.89844,2.90685
utility,SAF,dimensionless,1.25866,1.4175,1.54627,1.65144,1.75956,1.85621,1.9455,2.03134,2.11529,2.198,2.27885,2.35724,2.43253,2.50398,2.57113,2.63433,2.7365,2.82917,2.89778,2.95648,3.00641,3.04932,3.08536,3.11442,3.13704,3.15352,3.16273
utility,WEU,dimensionless,2.27382,2.32326,2.37604,2.41842,2.47894,2.54003,2.60102,2.66219,2.7253,2.79107,2.85589,2.91674,2.97535,3.03389,3.09195,3.14848,3.23368,3.31157,3.36844,3.41654,3.45707,3.49154,3.52025,3.54326,3.56111,3.57409,3.58136
utility,CEU,dimensionless,1.74094,1.8723,1.9918,2.0877,2.18412,2.26785,2.34356,2.41604,2.49057,2.57015,2.64962,2.72419,2.79463,2.86237,2.9276,2.99018,3.0789,3.16186,3.22858,3.28673,3.33695,3.38072,3.41794,3.44828,3.47213,3.48966,3.49962
utility,TUR,dimensionless,1.5346,1.66765,1.77467,1.88001,1.97878,2.07292,2.16316,2.25026,2.33489,2.41736,2.49696,2.57323,2.64659,2.71722,2.785,2.85022,2.93864,3.01904,3.0828,3.13679,3.18226,3.22099,3.25321,3.27893,3.29869,3.31282,3.32031
utility,UKR,dimensionless,0.991449,1.1888,1.35575,1.51079,1.64478,1.76151,1.86871,1.97122,2.07416,2.18014,2.28099,2.37045,2.45232,2.53049,2.60444,2.67351,2.77794,2.87372,2.9475,3.01088,3.06497,3.11166,3.15103,3.18289,3.20777,3.22596,3.23619
utility,STAN,dimensionless,0.927325,1.19035,1.3942,1.55739,1.68556,1.78608,1.86806,1.93945,2.01202,2.0925,2.17153,2.24068,2.30542,2.37271,2.44087,2.50641,2.59808,2.68107,2.74643,2.80209,2.84923,2.88961,2.92343,2.95062,2.97172,2.98703,2.99551
utility,RUS,dimensionless,1.68649,1.84836,1.96076,2.07486,2.16692,2.23439,2.29186,2.35178,2.4171,2.48674,2.55401,2.61485,2.67101,2.72394,2.77499,2.82575,2.91584,2.99537,3.05222,3.10122,3.14314,3.17928,3.20971,3.23436,3.25364,3.26778,3.27585
utility,ME,dimensionless,1.40607,1.52457,1.61714,1.7113,1.79343,1.86614,1.93444,2.00229,2.07271,2.14686,2.22207,2.29632,2.36979,2.44268,2.51498,2.58644,2.68462,2.77316,2.83777,2.89116,2.93525,2.97207,3.0022,3.02592,3.04394,3.05668,3.06329
utility,INDIA,dimensionless,0.369096,0.626069,0.847635,1.03842,1.20848,1.36386,1.50769,1.64278,1.771,1.89329,2.00897,2.11801,2.22174,2.32102,2.41559,2.50569,2.6173,2.71964,2.80449,2.87643,2.93721,2.98917,3.03261,3.06747,3.09448,3.11399,3.12463
utility,KOR,dimensionless,1.99619,2.14421,2.2557,2.32469,2.40511,2.48224,2.55471,2.62291,2.68715,2.7478,2.80684,2.86591,2.9245,2.98117,3.03371,3.08097,3.16131,3.23869,3.29843,3.35262,3.40105,3.4447,3.48288,3.5147,3.5401,3.55894,3.5696
utility,CHN,dimensionless,1.61057,1.90561,2.11049,2.24162,2.34735,2.44834,2.53577,2.60941,2.67642,2.74248,2.80676,2.86763,2.9257,2.9814,3.03325,3.08018,3.15657,3.23344,3.2943,3.35049,3.40153,3.44823,3.4897,3.5247,3.55297,3.57418,3.5864
utility,SEAS,dimensionless,0.788043,0.969688,1.12744,1.27084,1.4043,1.53269,1.65555,1.77222,1.88415,1.99266,2.09688,2.19597,2.2911,2.38355,2.47198,2.5547,2.6588,2.75487,2.83184,2.89638,2.95024,2.99577,3.03331,3.06289,3.08519,3.10062,3.10794
utility,INDO,dimensionless,0.661072,0.93528,1.15081,1.34142,1.50864,1.6614,1.80186,1.93069,2.0494,2.15975,2.26347,2.36208,2.45656,2.54695,2.63263,2.7138,2.82227,2.92248,3.00488,3.0754,3.13534,3.18684,3.22996,3.26441,3.29077,3.30932,3.31854
utility,JAP,dimensionless,2.29017,2.35198,2.40855,2.44364,2.46728,2.51156,2.55855,2.6078,2.65969,2.71469,2.77098,2.82677,2.88265,2.93922,2.99573,3.05166,3.14512,3.23368,3.3029,3.36501,3.42002,3.46901,3.51145,3.54653,3.57436,3.59486,3.60631
utility,OCE,dimensionless,2.2897,2.35854,2.41595,2.45341,2.47128,2.50903,2.55927,2.61268,2.66714,2.7199,2.77354,2.83173,2.89001,2.94293,2.99367,3.04648,3.13453,3.21143,3.26728,3.3142,3.3535,3.38665,3.41402,3.43581,3.45257,3.46462,3.47119
utility,RSAS,dimensionless,-0.234546,-0.0282912,0.166716,0.350144,0.528441,0.704065,0.876351,1.04544,1.21202,1.37592,1.53533,1.68729,1.83232,1.97109,2.10638,2.23903,2.37253,2.49541,2.59109,2.66828,2.73101,2.7828,2.82486,2.85787,2.88297,2.90081,2.91028
utility,RSAF,dimensionless,-0.212533,-0.0565399,0.0762039,0.205645,0.352884,0.527712,0.719802,0.918188,1.11665,1.31115,1.49975,1.68146,1.85455,2.01955,2.18024,2.33595,2.49455,2.62665,2.72436,2.8004,2.86053,2.90898,2.94752,2.9773,2.99968,3.01541,3.02359
yearly_welfare,Global,dimensionless,7.31227,9.05439,10.6072,11.9859,13.2957,14.6034,15.8688,17.0832,18.2474,19.356,20.3877,21.326,22.1652,22.9108,23.5723,24.1517,24.8456,25.4122,25.7814,26.0539,26.2565,26.4108,26.5267,26.6107,26.67,26.7093,26.7275
NPV,Global,dimensionless,0,42.0008,87.6494,135.504,184.753,234.936,285.528,336.057,386.129,435.405,483.557,530.286,575.345,618.554,659.798,699.002,736.419,771.924,805.342,836.673,865.966,893.302,918.774,942.481,964.523,985.003,1004.02
